126,MLBB Competitive Series Season 3,B,1312023,6022023,null,https://liquipedia.net/mobilelegends/MLBB_Competitive_Series/Season_3,30122023,126_MLBB Competitive Series Season 3.csv
127,WSL Season 6,B,1172023,5022023,null,https://liquipedia.net/mobilelegends/WSL/Season_6,30122023,127_WSL Season 6.csv
128,Masters of Esports,B,1282023,28012023,null,https://liquipedia.net/mobilelegends/Master_of_Esports/2023,30122023,128_Masters of Esports.csv
129,Lead National Series,B,1212023,28012023,null,https://liquipedia.net/mobilelegends/Lead_National_Series,30122023,129_Lead National Series.csv
130,Myriad Esports Cup Season 1,B,1212023,28012023,1.7.44C – 1.7.44C,https://liquipedia.net/mobilelegends/Myriad_Esports_Cup/Season/1,30122023,130_Myriad Esports Cup Season 1.csv
131,IESPL Women Championship,B,1092023,14012023,1.7.44C,https://liquipedia.net/mobilelegends/IESPL_Women_Championship,30122023,131_IESPL Women Championship.csv
132,King's League Tournament,B,12272022,28122022,1.7.44,https://liquipedia.net/mobilelegends/King%27s_League_Tournament,30122023,132_King's League Tournament.csv
133,Top Clans 2022 Winter Invitational,B,12212022,25122022,1.7.44,https://liquipedia.net/mobilelegends/Top_Clans/2022/Winter_Invitational,30122023,133_Top Clans 2022 Winter Invitational.csv
134,Last Victory Invitational 2022,B,12102022,20122022,1.7.32C – 1.7.44,https://liquipedia.net/mobilelegends/Last_Victory/Invitational/2022,30122023,134_Last Victory Invitational 2022.csv
135,Skyesports SEA Championship,B,12122022,18122022,null,https://liquipedia.net/mobilelegends/Skyesports_SEA_Championship,30122023,135_Skyesports SEA Championship.csv
136,Smart Kingdom Of Legends SEA Rivals,B,11192022,18122022,null,https://liquipedia.net/mobilelegends/Smart_Kingdom_Of_Legends_SEA_Rivals,30122023,136_Smart Kingdom Of Legends SEA Rivals.csv
137,IESF World Esports Championship 2022,B,12032022,11122022,null,https://liquipedia.net/mobilelegends/IESF/World_Esports_Championships/2022,30122023,137_IESF World Esports Championship 2022.csv
138,Kohai Championship Season 2,B,11242022,27112022,null,https://liquipedia.net/mobilelegends/Kohai_Championship/Season_2,30122023,138_Kohai Championship Season 2.csv
139,Piala Presiden Esports 2022,B,10262022,13112022,1.7.20B,https://liquipedia.net/mobilelegends/Piala_Presiden/2022,30122023,139_Piala Presiden Esports 2022.csv
140,NACT Fall Season - Path to M4,B,9172022,30102022,1.7.08 – 1.7.20B,https://liquipedia.net/mobilelegends/NACT/2022/Fall,30122023,140_NACT Fall Season - Path to M4.csv
141,MLBB Latam Super League Season 1,B,9102022,30102022,1.7.08 – 1.7.20B,https://liquipedia.net/mobilelegends/MLBB_Latam_Super_League/Season_1,30122023,141_MLBB Latam Super League Season 1.csv
142,MPL Brazil Season 3,B,8192022,23102022,1.7.08 – 1.7.20,https://liquipedia.net/mobilelegends/MPL/Brazil/Season_3,30122023,142_MPL Brazil Season 3.csv
143,Mobile Legends Upoint Esports Invitational Season 3,B,10132022,18102022,1.7.20,https://liquipedia.net/mobilelegends/Mobile_Legends_Upoint_Esports_Invitational/Season_3,30122023,143_Mobile Legends Upoint Esports Invitational Season 3.csv
144,MDL Indonesia Season 6,B,8082022,9102022,1.6.94B – 1.7.20,https://liquipedia.net/mobilelegends/MDL/Indonesia/Season_6,30122023,144_MDL Indonesia Season 6.csv
145,MPL Cambodia Autumn 2022,B,8062022,2102022,1.6.94B – 1.7.20,https://liquipedia.net/mobilelegends/MPL/Cambodia/2022/Autumn,30122023,145_MPL Cambodia Autumn 2022.csv
146,Türkiye Şampiyonası 2022,B,9242022,2102022,1.7.08 – 1.7.20,https://liquipedia.net/mobilelegends/Turkiye_Sampiyonasi/2022,30122023,146_Türkiye Şampiyonası 2022.csv
147,WOWNOW & Prince Mall League,B,8152022,11092022,1.7.08,https://liquipedia.net/mobilelegends/WOWNOW_%26_Prince_Mall_League/Season_1,30122023,147_WOWNOW & Prince Mall League.csv
148,The Annihilation III,B,8152022,4092022,1.7.08,https://liquipedia.net/mobilelegends/The_Annihilation/Season_3,30122023,148_The Annihilation III.csv
149,Unipin Ladies Series SEA Championship 2022,B,8222022,28082022,null,https://liquipedia.net/mobilelegends/Unipin_Ladies_Series_SEA_Championship/2022,30122023,149_Unipin Ladies Series SEA Championship 2022.csv
150,Woman Star League Season 5,B,7012022,7082022,null,https://liquipedia.net/mobilelegends/Woman_Star_League/Season_5,30122023,150_Woman Star League Season 5.csv
151,NACT July 2022,B,6252022,6082022,1.6.84,https://liquipedia.net/mobilelegends/NACT/2022/July,30122023,151_NACT July 2022.csv
152,H3RO Esports 3.0,B,7292022,31072022,1.6.94B,https://liquipedia.net/mobilelegends/H3RO_Esports/3.0,30122023,152_H3RO Esports 3.0.csv
153,Top Clans 2022 Summer Invitational,B,7272022,31072022,null,https://liquipedia.net/mobilelegends/Top_Clans/2022/Summer_Invitational,30122023,153_Top Clans 2022 Summer Invitational.csv
154,Mobile Legends Upoint Esports Invitational Season 2,B,6062022,11062022,1.6.84,https://liquipedia.net/mobilelegends/Mobile_Legends_Upoint_Esports_Invitational/Season_2,30122023,154_Mobile Legends Upoint Esports Invitational Season 2.csv
